Alloy code, C, Si, Mn, P, S, Ni, Cr, Mo, Cu,V, Al, N,Ceq,Nb + Ta, Temperature (Â°C), 0.2% Proof Stress (MPa), Tensile Strength (MPa)
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,300,421,596
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,350,403,566
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,400,410,513
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,450,350,457
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,500,349,426
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,550,271,344
CbA,0.15,0.3,1.14,0.009,0.021,0.31,0.2,0.08,0.14,0,0.028,0.0082,0.42,0,600,194,276
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,27,483,625
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,100,513,645
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,200,450,623
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,300,452,634
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,350,436,614
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,400,415,569
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,450,375,490
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,500,303,410
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,550,264,363
CbB,0.15,0.28,1.32,0.019,0.005,0.077,0.053,0.008,0.08,0.07,0.017,0.0066,0.401,0,600,189,288
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,27,590,692
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,100,591,682
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,200,570,670
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,300,566,701
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,350,526,659
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,400,530,600
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,450,467,543
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,500,403,476
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,550,288,387
CbC,0.16,0.28,1.14,0.017,0.016,0.33,0.24,0.08,0.13,0,0.015,0.0067,0.437,0,600,186,316
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,27,574,698
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,100,512,637
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,200,513,641
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,300,486,649
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,350,461,630
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,400,431,567
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,450,424,535
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,500,380,466
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,550,326,412
CbD,0.16,0.48,1.21,0.017,0.009,0.02,0.02,0.1,0.02,0.05,0.04,0.0028,0.414,0,600,252,338
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,27,515,629
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,100,500,592
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,200,473,589
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,300,459,624
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,350,446,595
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,400,399,530
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,450,395,487
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,500,368,430
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,550,298,367
CbE,0.13,0.33,1.23,0.014,0.015,0.44,0.04,0.076,0.04,0.04,0.032,0.0074,0.389,0,600,218,300
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,27,451,578
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,100,424,534
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,200,411,533
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,300,396,571
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,350,397,551
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,400,351,490
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,450,342,432
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,500,300,380
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,550,248,321
CbF,0.14,0.3,1.09,0.008,0.015,0.39,0.12,0.09,0.17,0,0.032,0.0098,0.39,0,600,189,269
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.39,0,27,476,604
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.39,0,100,456,572
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.39,0,200,443,578
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.39,0,300,432,602
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.39,0,350,409,582
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.39,0,400,422,548
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.39,0,450,403,495
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.39,0,500,357,433
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.39,0,550,299,374
CbG,0.14,0.21,1.29,0.016,0.008,0.21,0.02,0.06,0.09,0.03,0.021,0.0065,0.39,0,600,230,310
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.429,0,27,514,612
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.429,0,100,497,593
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.429,0,200,511,599
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.429,0,300,451,618
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.429,0,350,459,602
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.429,0,400,415,544
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.429,0,450,388,491
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.429,0,500,328,409
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.429,0,550,249,333
CbH,0.148,0.49,1.27,0.03,0.005,0.04,0.19,0.02,0.03,0.07,0.036,0.0065,0.429,0,600,190,282
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.436,0,27,623,736
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.436,0,100,637,736
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.436,0,200,594,712
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.436,0,300,573,711
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.436,0,350,517,660
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.436,0,400,500,630
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.436,0,450,483,576
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.436,0,500,452,536
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.436,0,550,368,464
CbJ,0.17,0.52,1.27,0.017,0.015,0.02,0.02,0.1,0.02,0.05,0.049,0.0026,0.436,0,600,247,366
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.381,0,27,666,676
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.381,0,100,541,647
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.381,0,200,507,630
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.381,0,300,491,660
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.381,0,350,467,630
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.381,0,400,450,580
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.381,0,450,409,517
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.381,0,500,361,452
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.381,0,550,281,382
CbL,0.12,0.33,1.37,0.016,0.012,0.19,0.03,0.01,0.03,0.08,0.042,0.007,0.381,0,600,206,311
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.387,0,27,533,636
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.387,0,100,510,612
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.387,0,200,482,602
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.387,0,300,464,636
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.387,0,350,437,609
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.387,0,400,447,566
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.387,0,450,396,496
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.387,0,500,359,436
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.387,0,550,301,376
CbM,0.13,0.34,1.23,0.012,0.016,0.46,0.03,0.072,0.02,0.042,0.035,0.0065,0.387,0,600,217,312
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.387,0,27,455,571
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.387,0,100,426,533
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.387,0,200,394,530
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.387,0,300,372,571
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.387,0,350,357,562
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.387,0,400,341,509
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.387,0,450,321,450
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.387,0,500,293,389
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.387,0,550,244,326
CbN,0.12,0.37,1.32,0.012,0.012,0.22,0.03,0.07,0.07,0.04,0.03,0.0064,0.387,0,600,185,258
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.429,0,27,501,630
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.429,0,100,513,642
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.429,0,200,482,636
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.429,0,300,408,614
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.429,0,350,451,623
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.429,0,400,422,551
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.429,0,450,388,505
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.429,0,500,303,408
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.429,0,550,251,343
CbR,0.16,0.29,1.42,0.013,0.006,0.041,0.054,0.011,0.08,0.079,0.006,0.0048,0.429,0,600,191,290
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.39,0,27,530,630
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.39,0,100,486,578
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.39,0,200,465,570
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.39,0,300,511,664
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.39,0,350,451,598
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.39,0,400,459,576
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.39,0,450,383,475
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.39,0,500,338,424
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.39,0,550,276,364
CbS,0.123,0.44,1.19,0.021,0.006,0.05,0.2,0.02,0.03,0.07,0.04,0.006,0.39,0,600,206,317
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.403,0,27,539,648
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.403,0,100,508,614
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.403,0,200,497,609
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.403,0,300,471,637
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.403,0,350,447,609
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.403,0,400,438,559
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.403,0,450,403,503
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.403,0,500,362,441
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.403,0,550,313,378
CbT,0.14,0.38,1.24,0.014,0.014,0.43,0.03,0.084,0.05,0.043,0.04,0.0066,0.403,0,600,229,313
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.412,0,27,513,660
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.412,0,100,521,625
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.412,0,200,500,616
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.412,0,300,488,655
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.412,0,350,469,630
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.412,0,400,437,570
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.412,0,450,402,509
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.412,0,500,345,444
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.412,0,550,278,367
CbU,0.14,0.33,1.45,0.025,0.012,0.18,0.03,0.01,0.02,0.06,0.05,0.0051,0.412,0,600,193,299
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.407,0,27,483,618
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.407,0,100,468,586
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.407,0,200,411,585
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.407,0,300,399,583
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.407,0,350,395,573
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.407,0,400,360,517
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.407,0,450,312,442
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.407,0,500,265,378
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.407,0,550,229,330
CbV,0.15,0.25,1.38,0.014,0.006,0.04,0.041,0.006,0.08,0.088,0.015,0.0076,0.407,0,600,185,270
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.409,0,27,488,601
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.409,0,100,463,569
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.409,0,200,445,585
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.409,0,300,425,604
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.409,0,350,420,599
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.409,0,400,407,530
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.409,0,450,356,468
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.409,0,500,328,416
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.409,0,550,256,328
CbW,0.143,0.5,1.2,0.03,0.007,0.06,0.17,0.02,0.02,0.07,0.029,0.0068,0.409,0,600,193,279
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.429,0,27,537,672
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.429,0,100,508,640
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.429,0,200,532,666
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.429,0,300,461,634
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.429,0,350,465,632
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.429,0,400,413,566
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.429,0,450,411,519
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.429,0,500,394,478
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.429,0,550,335,415
CbX,0.17,0.49,1.26,0.013,0.01,0.01,0.02,0.09,0.02,0.04,0.045,0.0025,0.429,0,600,234,330
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.424,0,27,476,603
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.424,0,100,451,567
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.424,0,200,426,569
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.424,0,300,410,607
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.424,0,350,391,580
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.424,0,400,378,532
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.424,0,450,359,473
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.424,0,500,325,405
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.424,0,550,253,341
CbY,0.13,0.42,1.28,0.014,0.012,0.21,0.22,0.05,0.04,0.03,0.037,0.0072,0.424,0,600,193,276
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.436,0,27,577,693
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.436,0,100,546,663
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.436,0,200,542,679
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.436,0,300,483,664
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.436,0,350,487,655
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.436,0,400,452,583
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.436,0,450,404,513
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.436,0,500,360,450
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.436,0,550,27,375
CbZ,0.16,0.41,1.48,0.014,0.01,0.02,0.02,0.01,0.03,0.08,0.033,0.0079,0.436,0,600,198,313
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0,0.0017,27,359,578
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0,0.0017,100,371,558
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0,0.0017,150,367,651
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0,0.0017,200,358,690
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0,0.0017,250,305,696
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0,0.0017,300,290,677
CCA,0.23,0.23,1.23,0.027,0.012,0.03,0.04,0.017,0.01,0.009,0.003,0.0111,0,0.0017,350,258,627
